1731027601,218713302,base_link,0
1731027602,214124201,base_link,0
1731027603,217601285,base_link,0
1731027604,213015973,base_link,0
1731027605,216384454,base_link,0
1731027606,211656925,base_link,0
1731027607,216253044,base_link,0
1731027608,217558257,base_link,0
1731027609,219072765,base_link,0
1731027610,215470050,base_link,0
1731027611,216878831,base_link,0
1731027612,219225998,base_link,0
1731027613,220577355,base_link,0
1731027614,217007780,base_link,0
1731027615,225477411,base_link,0
1731027616,222966608,base_link,0
1731027617,223262332,base_link,0
1731027618,222695768,base_link,0
1731027619,223014010,base_link,0
1731027620,222547924,base_link,0
1731027621,222872449,base_link,0
1731027622,223382706,base_link,0
1731027623,223621454,base_link,0
1731027624,223104589,base_link,0
1731027625,223507347,base_link,0
1731027626,222967276,base_link,0
1731027627,223191533,base_link,0
1731027628,222628253,base_link,0
1731027629,221937945,base_link,0
1731027630,222427701,base_link,0
1731027631,222959695,base_link,0
1731027632,222407959,base_link,0
1731027633,223759861,base_link,0
1731027634,223185757,base_link,0
1731027635,222506380,base_link,0
1731027636,222013813,base_link,0
1731027637,222533031,base_link,0
1731027638,221880468,base_link,0
1731027639,223104066,base_link,0
1731027640,222628096,base_link,0
1731027641,223103619,base_link,0
1731027642,222436044,base_link,0
1731027643,223833049,base_link,0
1731027644,222416429,base_link,0
1731027645,223660363,base_link,0
1731027646,222187190,base_link,0
1731027647,222558198,base_link,0
1731027648,223926613,base_link,0
1731027649,222406599,base_link,0
1731027650,222656539,base_link,0
1731027651,223016933,base_link,0
1731027652,222496411,base_link,0
1731027653,222955368,base_link,0
1731027654,222194874,base_link,0
1731027655,222619041,base_link,0
1731027656,223073811,base_link,0
1731027657,222432345,base_link,0
1731027658,222871268,base_link,0
1731027659,222273152,base_link,0
1731027660,222705749,base_link,0
1731027661,222086603,base_link,0
1731027662,222545284,base_link,0
1731027663,222844318,base_link,0
1731027664,222304063,base_link,0
1731027665,223643963,base_link,0
1731027666,222272458,base_link,0
1731027667,223452674,base_link,0
1731027668,222887980,base_link,0
1731027669,223201510,base_link,0
1731027670,223475345,base_link,0
1731027671,222917710,base_link,0
1731027672,222415793,base_link,0
1731027673,224621141,base_link,0
1731027674,222307106,base_link,0
1731027675,223548789,base_link,0
1731027676,222894519,base_link,0
1731027677,222322402,base_link,0
1731027678,222827977,base_link,0
1731027679,223309880,base_link,0
1731027680,222671987,base_link,0
1731027681,222883878,base_link,0
1731027682,216251069,base_link,0
1731027683,224656146,base_link,0
1731027684,222294158,base_link,0
1731027685,222672855,base_link,0
1731027686,223003366,base_link,0
1731027687,222415585,base_link,0
1731027688,223706089,base_link,0
1731027689,222193749,base_link,0
1731027690,222674440,base_link,0
1731027691,222864953,base_link,0
1731027692,222265368,base_link,0
1731027693,223672569,base_link,0
1731027694,223226284,base_link,0
1731027695,222714660,base_link,0
1731027696,223181990,base_link,0
1731027697,223320418,base_link,0
1731027698,216828430,base_link,0
1731027699,225102666,base_link,0
1731027700,222627265,base_link,0
1731027701,223170832,base_link,0
1731027702,222393347,base_link,0
1731027703,224682851,base_link,0
1731027704,223322166,base_link,0
1731027705,218391666,base_link,0
1731027706,220866730,base_link,0
1731027707,211243452,base_link,0
1731027708,216713541,base_link,0
1731027709,218994705,base_link,0
1731027710,221444413,base_link,0
