sec,nanosec,frame_id,x,y,z
1742252375,272154,base_link,-3.3696539430584305,4.971544226570133,0.0
1742252376,620264,base_link,-3.4584598246644322,4.561125948828478,0.0
1742252377,544367,base_link,-3.527486849000273,4.115551165106468,0.0
1742252378,1890877,base_link,-3.5072408610118546,3.665810875622722,0.0
1742252379,981326,base_link,-3.464027172745582,3.202981767370589,0.0
1742252380,1691795,base_link,-3.384430768761254,2.7344320749288444,0.0
1742252381,1448225,base_link,-3.2156025600790574,2.2408525459180533,0.0
1742252382,2904301,base_link,-3.0257995973123335,1.8193817831137546,0.0
1742252383,1746550,base_link,-2.7385728308078447,1.4270507076030772,0.0
1742252384,2108507,base_link,-2.4398690461067827,1.0439206807922998,0.0
1742252385,2084248,base_link,-2.165218769656055,0.7159784152333177,0.0
1742252386,2146852,base_link,-1.8033433703068165,0.46482873793646784,0.0
1742252387,2686649,base_link,-1.48238648173845,0.23696864877062404,0.0
1742252388,2462891,base_link,-1.091468081784909,-0.031120541752742835,0.0
1742252389,2670793,base_link,-0.6877806476620915,-0.2926190245914485,0.0
1742252390,2825093,base_link,-0.23386934531138262,-0.5518959065936693,0.0
1742252391,3504813,base_link,0.17681430247564228,-0.7870686232937933,0.0
1742252392,4072231,base_link,0.587676659549297,-1.0101151917037752,0.0
1742252393,3300194,base_link,1.0096449039006394,-1.1485010392348203,0.0
1742252394,4124773,base_link,1.4461277675569,-1.2553959687701206,0.0
1742252395,3442267,base_link,1.809886386257709,-1.2675405193113367,0.0
1742252396,4846583,base_link,2.209038100124051,-1.263856285234938,0.0
1742252397,4177363,base_link,2.487124782263553,-1.2326429987168228,0.0
1742252398,4240838,base_link,2.5395615528572826,-1.2370676264186211,0.0
1742252399,4355084,base_link,2.5359054091673388,-1.231365573566918,0.0
1742252400,4948195,base_link,2.5359328984462093,-1.2296068227856225,0.0
1742252401,4910293,base_link,2.534943264445466,-1.225793111052535,0.0
1742252402,5993194,base_link,2.535369355847455,-1.223867741877016,0.0
1742252403,5377371,base_link,2.536963763624822,-1.227607401336087,0.0
1742252404,5163362,base_link,2.5403312653799377,-1.2319765065519226,0.0
1742252405,5638929,base_link,2.539039246657079,-1.237178705875251,0.0
1742252406,5852395,base_link,2.5394378460448763,-1.2294216899402468,0.0
1742252407,6201257,base_link,2.534228531785587,-1.228255362346711,0.0
1742252408,8492635,base_link,2.534929520576116,-1.2274963230946392,0.0
1742252409,6659052,base_link,2.536592652543125,-1.2278850995313801,0.0
1742252410,6528848,base_link,2.5362352874470093,-1.2324578493035148,0.0
1742252411,6741700,base_link,2.534283509780299,-1.2262929678881107,0.0
1742252412,7802390,base_link,2.5377609686134024,-1.2263485059602086,0.0
1742252413,6620672,base_link,2.533994866976132,-1.225293256251437,0.0
1742252414,12469933,base_link,2.533939890361973,-1.2342721417738645,0.0
1742252415,9200929,base_link,2.5343659809422787,-1.2301437052747792,0.0
1742252416,7839571,base_link,2.5362352863535844,-1.2293291252672178,0.0
1742252417,7733391,base_link,2.5332388968733217,-1.2222941254685948,0.0
1742252418,8605652,base_link,2.533142690950784,-1.2448246436197263,0.0
1742252419,8166591,base_link,2.5386131512191157,-1.2278295586954635,0.0
1742252420,8644208,base_link,2.5397952140955016,-1.2300326241242725,0.0
1742252421,8760415,base_link,2.5434376091793456,-1.2241084109958633,0.0
1742252422,9248371,base_link,2.543286414083205,-1.2241824637158467,0.0
1742252423,8743094,base_link,2.6415074186358143,-1.2058173691912617,0.0
1742252424,8879350,base_link,2.9466577840984223,-1.160219326026499,0.0
1742252425,9617383,base_link,3.300904883480805,-1.0654873121892683,0.0
1742252426,9183784,base_link,3.6359640716767645,-0.9142160889900599,0.0
1742252427,9398547,base_link,3.9974134090926396,-0.7060168583353112,0.0
1742252428,9459569,base_link,4.436356394815557,-0.4475913478158124,0.0
1742252429,9462387,base_link,4.884508366421223,-0.10393119977612998,0.0
1742252430,10384709,base_link,5.320812161444578,0.28899249645277736,0.0
1742252431,10149426,base_link,5.793278720794931,0.6723449436996943,0.0
1742252432,12270852,base_link,6.226847134209401,1.121900462158989,0.0
1742252433,10527156,base_link,6.637282869481643,1.5445193307910339,0.0
1742252434,10865746,base_link,6.978499406196787,1.861483532388729,0.0
1742252435,10694120,base_link,7.311070487092274,2.0766993954402535,0.0
1742252436,11432101,base_link,7.702483524610883,2.184094674147342,0.0
1742252437,11151104,base_link,8.026711589346856,2.2494650186008354,0.0
1742252438,12364685,base_link,8.4703414641529,2.3296830766592684,0.0
1742252439,11278521,base_link,9.026528151880612,2.4512412009873934,0.0
1742252440,11629745,base_link,9.554125457664236,2.5720217754605645,0.0
1742252441,11929023,base_link,10.144784491404874,2.549029257420191,0.0
1742252442,13173463,base_link,10.814765225398743,2.5533808494404484,0.0
1742252443,12252381,base_link,11.434907061242908,2.5208542040016813,0.0
1742252444,12935140,base_link,11.925956910816579,2.49849111922389,0.0
1742252445,12476841,base_link,12.473759519862664,2.408666202287658,0.0
1742252446,12593359,base_link,13.107165112820013,2.4184978458519577,0.0
1742252447,13356794,base_link,13.725286391120214,2.427126161299921,0.0
1742252448,13097808,base_link,14.207072152834748,2.4294597785001675,0.0
1742252449,13106116,base_link,14.547725417281287,2.4318301595560134,0.0
1742252450,14060858,base_link,14.603392205427896,2.432515263390869,0.0
1742252451,13560962,base_link,14.60127550253255,2.428238717175485,0.0
1742252452,14659912,base_link,14.604588017882316,2.429349514345467,0.0
1742252453,13734030,base_link,14.71357123063023,2.4255360295800457,0.0
1742252454,14189985,base_link,15.02567643906449,2.3943790370153897,0.0
1742252455,14244226,base_link,15.254776316089105,2.345208569203447,0.0
1742252456,14485039,base_link,15.257429095094412,2.3379143885160585,0.0
1742252457,14539433,base_link,15.249965619549833,2.3388770570013593,0.0
1742252458,14644886,base_link,15.264356554773787,2.3210303981432343,0.0
1742252459,14875662,base_link,15.252563401433736,2.3395805620882584,0.0
1742252460,14760237,base_link,15.162754630849777,2.1919749175881895,0.0
1742252461,15187356,base_link,15.167620468848638,2.123531761780363,0.0
1742252462,16160759,base_link,15.37162208103766,2.1243282713303597,0.0
1742252463,15422326,base_link,15.540780079587313,2.272841240392031,0.0
1742252464,15557342,base_link,15.594893457062748,2.3817172742571913,0.0
1742252465,14188724,base_link,15.736699481575027,2.369295258879345,0.0
1742252466,16267831,base_link,15.871866883727597,2.2870415775879485,0.0
1742252467,16951715,base_link,15.973359612169421,2.073899757033647,0.0
1742252468,17335508,base_link,15.998375348452743,2.0560346114900856,0.0
1742252469,16686372,base_link,16.001564158501168,2.0576452641643055,0.0
1742252470,16528430,base_link,16.056309544642552,2.2764894938112565,0.0
1742252471,16698095,base_link,16.134049751204053,2.6566389694920423,0.0
1742252472,17768422,base_link,16.178871714738943,2.704569652530938,0.0
1742252473,17234943,base_link,16.24748613155918,2.7281555809181635,0.0
1742252474,17403278,base_link,16.282576520680628,2.8595620970560716,0.0
1742252475,17639486,base_link,16.245615665106833,3.2302695951810634,0.0
1742252476,17826219,base_link,16.08485458487358,3.6251179747995406,0.0
1742252477,18355051,base_link,15.824993058755064,3.9558735632041957,0.0
1742252478,18133252,base_link,15.60051112155735,4.179974904823328,0.0
1742252479,18558179,base_link,15.247844503545128,4.367105186507647,0.0
1742252480,18388949,base_link,14.796187565110925,4.408906943297259,0.0
1742252481,18490571,base_link,14.402602882545596,4.392540488620785,0.0
1742252482,19782687,base_link,13.900722334098836,4.341998540112795,0.0
1742252483,19255610,base_link,13.41441462363446,4.347236820210844,0.0
1742252484,19301041,base_link,12.981244719506874,4.304378032679329,0.0
1742252485,19371854,base_link,12.614517537466677,4.282587371477984,0.0
1742252486,20294939,base_link,12.222279783691882,4.299155958017957,0.0
1742252487,19430474,base_link,11.858535259411399,4.264702337755024,0.0
1742252488,19859534,base_link,11.457129699013205,4.262998459109895,0.0
1742252489,20015499,base_link,11.087282408432117,4.249557309384091,0.0
1742252490,20429303,base_link,11.057950853735175,4.23293244348491,0.0
1742252491,20541742,base_link,11.047202338875325,4.243503441647057,0.0
1742252492,21263959,base_link,11.066280247658774,4.236320364764812,0.0
1742252493,20869849,base_link,11.068122072350853,4.229822246942118,0.0
1742252494,20757953,base_link,11.066225268668239,4.236486981952373,0.0
1742252495,21225371,base_link,11.065194398559473,4.238967745175926,0.0
1742252496,21239026,base_link,11.06237669392273,4.240819057538056,0.0
1742252497,21524286,base_link,11.068616873434692,4.2392084221849515,0.0
1742252498,21404994,base_link,11.061565747256681,4.240578385311207,0.0
1742252499,21633639,base_link,11.070307507790467,4.231081145521271,0.0
1742252500,21901541,base_link,11.057662255923796,4.20536634163135,0.0
1742252501,21858937,base_link,10.68274307238221,4.208772183765186,0.0
1742252502,23347706,base_link,10.325376082681359,4.229321260470925,0.0
1742252503,22494579,base_link,9.947941518901006,4.282083231534095,0.0
1742252504,23777730,base_link,9.563469602983101,4.317276221124164,0.0
1742252505,22977983,base_link,9.199092741396417,4.329290777661745,0.0
1742252506,23196877,base_link,8.815789122692086,4.385885025524827,0.0
1742252507,23141146,base_link,8.373107711708458,4.362317226726024,0.0
1742252508,23586145,base_link,7.976251729751717,4.345469786558797,0.0
1742252509,23552456,base_link,7.568248613856168,4.35737329889723,0.0
1742252510,23979379,base_link,7.117663884441272,4.338674531868195,0.0
1742252511,24148588,base_link,6.75321827971764,4.375867117690558,0.0
1742252512,25132844,base_link,6.707599000621469,4.3888448022796975,0.0
1742252513,24307683,base_link,6.710485416877179,4.398952991645376,0.0
1742252514,24458357,base_link,6.69795008589411,4.396398162609649,0.0
1742252515,25201101,base_link,6.697840132494764,4.390973806017748,0.0
1742252516,25463764,base_link,6.697441527472455,4.394269149176861,0.0
1742252517,25033512,base_link,6.701083927003371,4.388752230328016,0.0
1742252518,25008921,base_link,6.6986923227079584,4.3839202921101315,0.0
1742252519,25166435,base_link,6.699365812234955,4.3935101109273385,0.0
1742252520,25798171,base_link,6.696864252298007,4.38332786927696,0.0
1742252521,25855484,base_link,6.695709678923237,4.387808053503241,0.0
1742252522,28948423,base_link,6.696231989877804,4.381346959616246,0.0
1742252523,26394540,base_link,6.695489764700053,4.383772183309787,0.0
1742252524,26404234,base_link,6.698417421505626,4.386271463457457,0.0
1742252525,26037515,base_link,6.695668437333268,4.394343199827633,0.0
1742252526,27397308,base_link,6.6942389775613504,4.385660524836542,0.0
1742252527,26622014,base_link,6.69313938316212,4.391047854788739,0.0
1742252528,27525206,base_link,6.694156505520997,4.389233566167949,0.0
1742252529,27176185,base_link,6.691022671204982,4.389640851963242,0.0
1742252530,27435667,base_link,6.694142761586939,4.3888447897610074,0.0
