sec,nanosec,frame_id,x,y,z
1742252320,990716062,base_link,0.0028112109284847975,-0.0007121044327504933,0.0
1742252321,991793205,base_link,0.0008906691800802946,-0.0023359598126262426,0.0
1742252322,990924853,base_link,0.0016573079628869891,-0.0012897015549242496,0.0
1742252323,997876700,base_link,-0.0009843725711107254,0.002078704070299864,0.0
1742252324,991588975,base_link,-0.0007360350573435426,-0.003421732457354665,0.0
1742252325,991969450,base_link,0.0002933182695414871,-0.0010601718677207828,0.0
1742252326,991785521,base_link,-0.001410669181495905,0.00726429745554924,0.0
1742252327,992073402,base_link,0.004791885148733854,-0.00027899278211407363,0.0
1742252328,992110148,base_link,0.000622421270236373,-0.006068161688745022,0.0
1742252329,992800050,base_link,0.05705496296286583,-0.01042741909623146,0.0
1742252330,992599757,base_link,-0.0028844219632446766,-0.0027713014278560877,0.0
1742252331,993641736,base_link,-0.0033510595094412565,0.005097097251564264,0.0
1742252332,992848714,base_link,-0.0041055441834032536,-0.004375443793833256,0.0
1742252333,992950525,base_link,-0.13849207758903503,0.4095158576965332,0.0
1742252334,993171955,base_link,-0.3114502727985382,0.03490401804447174,0.0
1742252335,993557850,base_link,-0.2959044575691223,0.2878270149230957,0.0
1742252336,993554702,base_link,0.12166305631399155,-0.36695727705955505,0.0
1742252337,993689096,base_link,-0.0008926921291276813,-0.42339909076690674,0.0
1742252338,993975918,base_link,-0.19083672761917114,-0.3552917540073395,0.0
1742252339,994470573,base_link,-0.1985824704170227,0.31243085861206055,0.0
1742252340,994197532,base_link,0.2872370779514313,-0.2008609175682068,0.0
1742252341,996610583,base_link,0.20304666459560394,0.26833614706993103,0.0
1742252342,994353280,base_link,-0.09680201858282089,0.329994797706604,0.0
1742252343,994683869,base_link,0.19197313487529755,-0.18771935999393463,0.0
1742252344,994722813,base_link,0.2284829318523407,0.33306270837783813,0.0
1742252345,995104381,base_link,-0.30912140011787415,-0.2635192573070526,0.0
