sec,nanosec,frame_id,heading
1742253507,888384027,zed_mag_frame,289.72784423828125
1742253507,906500750,zed_mag_frame,291.4724426269531
1742253507,921714700,zed_mag_frame,291.39312744140625
1742253507,938538069,zed_mag_frame,288.7020568847656
1742253507,955016958,zed_mag_frame,285.878662109375
1742253507,971935977,zed_mag_frame,288.619873046875
1742253507,988520536,zed_mag_frame,291.513427734375
1742253508,5185384,zed_mag_frame,288.8480529785156
1742253508,22035307,zed_mag_frame,288.80865478515625
1742253508,38495189,zed_mag_frame,289.61566162109375
1742253508,56264568,zed_mag_frame,288.8251953125
1742253508,71933036,zed_mag_frame,289.0105895996094
1742253508,90615076,zed_mag_frame,291.3634338378906
1742253508,104938833,zed_mag_frame,289.9769592285156
1742253508,123337212,zed_mag_frame,289.82122802734375
1742253508,138368093,zed_mag_frame,288.97808837890625
1742253508,155105823,zed_mag_frame,288.5888977050781
1742253508,171714916,zed_mag_frame,288.1082763671875
1742253508,188459724,zed_mag_frame,285.9046936035156
1742253508,204873762,zed_mag_frame,289.8275451660156
1742253508,221849864,zed_mag_frame,289.8199768066406
1742253508,238290882,zed_mag_frame,289.6259460449219
1742253508,255064810,zed_mag_frame,288.7092590332031
1742253508,271911364,zed_mag_frame,289.847900390625
1742253508,288414450,zed_mag_frame,291.5251159667969
1742253508,305535747,zed_mag_frame,291.395751953125
1742253508,321782196,zed_mag_frame,288.8170471191406
1742253508,339725538,zed_mag_frame,288.73077392578125
1742253508,354939795,zed_mag_frame,286.0543518066406
1742253508,373457073,zed_mag_frame,292.83087158203125
1742253508,388357143,zed_mag_frame,288.7992858886719
1742253508,405364322,zed_mag_frame,288.7303161621094
1742253508,421698913,zed_mag_frame,288.9709777832031
1742253508,438520225,zed_mag_frame,288.78515625
1742253508,455000780,zed_mag_frame,289.67919921875
1742253508,471874269,zed_mag_frame,288.61981201171875
1742253508,488387874,zed_mag_frame,289.0270080566406
1742253508,505127800,zed_mag_frame,288.80621337890625
1742253508,521825095,zed_mag_frame,288.8233947753906
1742253508,538612550,zed_mag_frame,291.4435119628906
1742253508,555390887,zed_mag_frame,288.9669494628906
1742253508,571854199,zed_mag_frame,287.0954284667969
1742253508,589669618,zed_mag_frame,288.6690979003906
1742253508,605112175,zed_mag_frame,288.7176818847656
1742253508,623413354,zed_mag_frame,288.8260498046875
1742253508,638405974,zed_mag_frame,288.5606994628906
1742253508,655471668,zed_mag_frame,287.8780212402344
1742253508,671778727,zed_mag_frame,288.91021728515625
1742253508,688516862,zed_mag_frame,288.8897399902344
1742253508,705170482,zed_mag_frame,289.0174865722656
1742253508,722124755,zed_mag_frame,289.6463317871094
1742253508,738493418,zed_mag_frame,288.8052978515625
1742253508,755858112,zed_mag_frame,288.8726806640625
1742253508,771964074,zed_mag_frame,288.8475036621094
1742253508,788529096,zed_mag_frame,288.66912841796875
1742253508,806187150,zed_mag_frame,289.7193298339844
1742253508,821756343,zed_mag_frame,288.86822509765625
1742253508,840257429,zed_mag_frame,291.6181945800781
1742253508,855165446,zed_mag_frame,292.63006591796875
1742253508,872814683,zed_mag_frame,292.6368103027344
1742253508,888318465,zed_mag_frame,292.4512939453125
1742253508,905726881,zed_mag_frame,288.8694763183594
1742253508,921746339,zed_mag_frame,292.80950927734375
1742253508,940126526,zed_mag_frame,289.53094482421875
1742253508,955174720,zed_mag_frame,289.6793518066406
1742253508,972563710,zed_mag_frame,291.6860656738281
1742253508,988339980,zed_mag_frame,291.3351745605469
1742253509,5219170,zed_mag_frame,288.79052734375
1742253509,21787266,zed_mag_frame,292.5742492675781
1742253509,38436907,zed_mag_frame,288.8858337402344
1742253509,56434918,zed_mag_frame,288.76385498046875
1742253509,71826057,zed_mag_frame,288.8753356933594
1742253509,90298755,zed_mag_frame,288.8614501953125
1742253509,105156843,zed_mag_frame,292.6836853027344
1742253509,122706885,zed_mag_frame,291.41619873046875
1742253509,138497523,zed_mag_frame,291.4680480957031
1742253509,156182633,zed_mag_frame,288.7500305175781
1742253509,171830067,zed_mag_frame,288.5612487792969
1742253509,189128025,zed_mag_frame,289.95965576171875
1742253509,205058318,zed_mag_frame,285.85223388671875
1742253509,221922161,zed_mag_frame,291.54083251953125
1742253509,238345623,zed_mag_frame,286.6119079589844
1742253509,255286741,zed_mag_frame,288.9250183105469
1742253509,272410634,zed_mag_frame,288.7676086425781
1742253509,288644651,zed_mag_frame,288.8421325683594
1742253509,306520478,zed_mag_frame,289.77166748046875
1742253509,321880494,zed_mag_frame,289.010009765625
1742253509,340155825,zed_mag_frame,288.8577575683594
1742253509,355087595,zed_mag_frame,286.98590087890625
1742253509,373039909,zed_mag_frame,286.95855712890625
1742253509,388275964,zed_mag_frame,291.5071716308594
