sec,nanosec,world_frame,rover_frame,x,y,z,orientation_x,orientation_y,orientation_z,orientation_w
1742253509,288936511,map,base_link,2.6618512111518107,5.414779000842781,-1.946003960214282e-05,-0.013673831261778967,-0.00538974284599098,0.9858297323266154,0.16710390740941455
1742253509,306889337,map,base_link,2.661763831298326,5.414846710094537,-2.5375156959720178e-05,-0.013655589229824778,-0.005387041798709084,0.9858273844580027,0.16711933675107954
1742253509,322097680,map,base_link,2.66170264964397,5.4148970097864035,-2.978877516948616e-05,-0.013660167744511413,-0.005385085637629451,0.9858283073844295,0.16711358122366932
1742253509,340557987,map,base_link,2.661611319298056,5.414964761080143,-3.627550424860113e-05,-0.013668524240182384,-0.00540142874278438,0.985828758380726,0.16710970995765045
1742253509,355366105,map,base_link,2.661531069269038,5.4150211233801055,-4.3275708886021025e-05,-0.013679230956562573,-0.00541416020516264,0.9858298104277059,0.16710221537060785
1742253509,373250914,map,base_link,2.6613985613602336,5.415101878879509,-5.073260613378145e-05,-0.013672507099223392,-0.005395179765635559,0.9858302584453141,0.16710073643926657
1742253509,388526995,map,base_link,2.6612777522368014,5.415173842575546,-5.662618714237781e-05,-0.013662563106427246,-0.005403764799204597,0.985830065237296,0.16710241221947827
1742253509,406787123,map,base_link,2.6612249537855086,5.415212010035417,-6.123563554795808e-05,-0.013656845554905182,-0.005422615609558532,0.9858266880488644,0.16712219164440467
1742253509,421918449,map,base_link,2.6611892798876977,5.415237533689075,-6.34936922392707e-05,-0.013658738442577957,-0.005429011855808789,0.9858263959321489,0.16712355243303786
1742253509,440010500,map,base_link,2.661033248988174,5.415322142802737,-6.390496045433416e-05,-0.013637021059521045,-0.0054359563208359486,0.985827296290123,0.1671197891477483
1742253509,455353147,map,base_link,2.6610144176573525,5.415336829542394,-6.304929153213745e-05,-0.013625950895587354,-0.0054365463072779665,0.9858255237753106,0.16713112845773478
1742253509,472148901,map,base_link,2.660987243513322,5.415353093489039,-6.0303103006388326e-05,-0.013627311931889683,-0.005439930183715275,0.9858189944479199,0.1671694162063773
1742253509,488609567,map,base_link,2.660908969160124,5.415392985924626,-5.702963133503457e-05,-0.013638663548628843,-0.005449527297518923,0.9858221957138188,0.16714929837366307
1742253509,505503916,map,base_link,2.660814128178683,5.415439700344869,-5.4629407057433416e-05,-0.01363483170545565,-0.00547499983692698,0.9858235042841673,0.16714106061053782
1742253509,522586457,map,base_link,2.6607166166920444,5.415487951461241,-5.197377655958046e-05,-0.013640054060477769,-0.005473079211100673,0.9858217162604742,0.16715124312553276
1742253509,538833491,map,base_link,2.660571020021797,5.415562241192267,-4.967970596148701e-05,-0.013631882644562571,-0.0054688961415880226,0.9858232459624893,0.1671430245942687
1742253509,556950744,map,base_link,2.660520691992347,5.415590419207374,-4.664927903826756e-05,-0.013610541618285817,-0.005475327066676389,0.9858250286001808,0.16713403883052716
1742253509,571955646,map,base_link,2.6604872935058905,5.415608908594075,-4.329373830912527e-05,-0.013626414030688627,-0.005467571367419956,0.9858239029016272,0.1671396391398253
1742253509,590286868,map,base_link,2.6603873838690677,5.4156596445179455,-4.055365326143401e-05,-0.013609642987576439,-0.005445019009942961,0.9858223164591061,0.16715109858124103
1742253509,605276136,map,base_link,2.6603553192024525,5.415674190920901,-3.969314836792027e-05,-0.013603970795594666,-0.005452517213856069,0.9858228402524244,0.16714822664703888
1742253509,623618346,map,base_link,2.6603093918248835,5.415698863822793,-4.1572133721587745e-05,-0.013601804234326234,-0.0054610900997672605,0.9858219240895033,0.16715352643885367
1742253509,638659264,map,base_link,2.660230382044438,5.415743239122383,-4.203874307416319e-05,-0.013601510754711079,-0.0054518973284356335,0.9858239072528939,0.1671421538970019
1742253509,656339892,map,base_link,2.6601431621405554,5.415794360265978,-4.119373623655568e-05,-0.013606912035524969,-0.005449756945740141,0.9858237329752325,0.16714281198079925
1742253509,671899670,map,base_link,2.660067433967455,5.415838426067096,-4.065675110984133e-05,-0.013608029705805812,-0.00547732399679946,0.9858235379860765,0.16714296994476482
1742253509,689569301,map,base_link,2.6600024542896215,5.415874871196958,-3.7978101387981e-05,-0.013615592051765778,-0.005488488952901532,0.9858245265656246,0.16713615696113554
